"title","title_type","directors","imdb_rating","runtime","year","genres","num_votes","rel_date","url","id","title_rt","year_rt","genre_rt","mpaa_rating","runtime_rt","critics_rating","critics_score","audience_rating","audience_score","actor1","actor2","actor3","actor4","actor5","director_rt","studio","link"
"The First $20 Million Is Always the Hardest","Feature Film","Mick Jackson",5.6,105,"2002","comedy",2702,"2002-06-28","http://www.imdb.com/title/tt0280674/","0280674","The First $20 Million Is Always the Hardest",2002,"Drama","PG-13","105","Rotten",11,"Spilled",50,"Adam Garcia","Jake Busey","Ethan Suplee","Anjul Nigam","Rosario Dawson","Mick Jackson","20th Century Fox","http://www.rottentomatoes.com/m/first_20_million_is_always_the_hardest/"
"The Winslow Boy","Feature Film","David Mamet",7.3,104,"1999","drama, romance",6019,"1999-04-16","http://www.imdb.com/title/tt0155388/","0155388","The Winslow Boy",1999,"Drama","G","110","Fresh",97,"Upright",76,"Nigel Hawthorne","Jeremy Northam","Rebecca Pidgeon","Gemma Jones","Matthew Pidgeon","David Mamet","Sony Pictures Classic","http://www.rottentomatoes.com/m/1087341-winslow_boy/"
"Degrassi Spring Break Movie","TV Movie","",6.9,NA,"2008","drama",187,"2008-04-04","http://www.imdb.com/title/tt1195473/","1195473","Degrassi Spring Break Movie",2008,"Drama","Unrated","",NA,-1,"Upright",81,"Miriam McDonald","Shane Kippel","Mike Lobel","Aubrey Graham","Cassie Steele",NA,NA,"http://www.rottentomatoes.com/m/degrassi-spring-break-movie/"
"Cellular","Feature Film","David R. Ellis",6.5,94,"2004","crime, thriller",72950,"2004-09-10","http://www.imdb.com/title/tt0337921/","0337921","Cellular",2004,"Mystery & Suspense","PG-13","94","Rotten",55,"Spilled",59,"Kim Basinger","Jason Statham","Chris Evans","William H. Macy","Matt McColm","David R. Ellis","New Line Cinema","http://www.rottentomatoes.com/m/cellular/"
"The Mists of Avalon","TV Movie","Uli Edel",7,183,"2001","drama, fantasy",6753,"2001-07-15","http://www.imdb.com/title/tt0244353/","0244353","The Mists of Avalon",2001,"Drama","Unrated","180","Rotten",43,"Upright",75,"Anjelica Huston","Julianna Margulies","Joan Allen","Samantha Mathis","Caroline Goodall","Ulrich Edel","Warner Home Video","http://www.rottentomatoes.com/m/mists_of_avalon/"
"The Getaway","Feature Film","Roger Donaldson",5.7,115,"1994","action, adventure, crime, drama, romance, thriller",13017,"1994-02-11","http://www.imdb.com/title/tt0109890/","0109890","The Getaway",1994,"Drama","R","115","Rotten",33,"Spilled",29,"Alec Baldwin","Kim Basinger","Michael Madsen","James Woods","David Morse","Roger Donaldson",NA,"http://www.rottentomatoes.com/m/1047985-getaway/"
"Gummo","Feature Film","Harmony Korine",6.6,89,"1997","drama",21310,"1997-08-29","http://www.imdb.com/title/tt0119237/","0119237","Gummo",1997,"Drama","R","88","Rotten",33,"Upright",73,"Jacob Reynolds","Nick Sutton","Jacob Sewell","Darby Dougherty","Chloe Sevigny","Harmony Korine",NA,"http://www.rottentomatoes.com/m/gummo/"
"Get Rich or Die Tryin'","Feature Film","Jim Sheridan",4.9,117,"2005","biography, crime, drama, music",30998,"2005-11-09","http://www.imdb.com/title/tt0430308/","0430308","Get Rich or Die Tryin'",2005,"Drama","R","116","Rotten",16,"Upright",70,"50 Cent","Terrence Howard","Joy Bryant","Bill Duke","Adewale Akinnuoye-Agbaje","Jim Sheridan","Paramount Pictures","http://www.rottentomatoes.com/m/get_rich_or_die_tryin/"
"Fantastic Four","Feature Film","Tim Story",5.7,106,"2005","action, adventure, sci_fi",234671,"2005-06-29","http://www.imdb.com/title/tt0120667/","0120667","Fantastic Four",2005,"Action & Adventure","PG-13","123","Rotten",27,"Spilled",46,"Ioan Gruffudd","Jessica Alba","Chris Evans","Michael Chiklis","Julian McMahon","Tim Story","20th Century Fox","http://www.rottentomatoes.com/m/fantastic_four/"
"Wanda Nevada","Feature Film","Peter Fonda",5.4,107,"1979","comedy, mystery, romance, western",716,"1979-06","http://www.imdb.com/title/tt0080116/","0080116","Wanda Nevada",1979,"Western","PG","105",NA,-1,"Spilled",44,"Peter Fonda","Brooke Shields","Fiona Lewis","Luke Askew","Ted Markland","Peter Fonda",NA,"http://www.rottentomatoes.com/m/wanda_nevada/"
"9","Feature Film","Shane Acker",7.1,79,"2009","animation, action, adventure, drama, fantasy, mystery, sci_fi, thriller",98662,"2009-08-19","http://www.imdb.com/title/tt0472033/","0472033","9",2009,"Drama","PG-13","80","Rotten",56,"Spilled",55,"Elijah Wood","Christopher Plummer","Martin Landau","John C. Reilly","Crispin Glover","Shane Acker","Focus Features","http://www.rottentomatoes.com/m/1205483_nine/"
"Into the Sun","Feature Film","mink",4.4,97,"2005","action, adventure, thriller",5289,"2005-02-15","http://www.imdb.com/title/tt0358294/","0358294","Into the Sun",2005,"Action & Adventure","R","104",NA,-1,"Spilled",27,"Steven Seagal","Matthew Davis","Takao Osawa","Ken Lo","William Atherton","Christian Duguay","Screen Gems","http://www.rottentomatoes.com/m/1139813-into_the_sun/"
"The Spirit","Feature Film","Frank Miller",4.8,103,"2008","action, crime, fantasy, thriller",51147,"2008-12-25","http://www.imdb.com/title/tt0831887/","0831887","The Spirit",2008,"Drama","PG-13","102","Rotten",14,"Spilled",25,"Gabriel Macht","Samuel L. Jackson","Scarlett Johansson","Eva Mendes","Sarah Paulson","Frank Miller (II)","Lionsgate Films","http://www.rottentomatoes.com/m/the_spirit/"
"Prancer","Feature Film","John Hancock",6.2,103,"1989","drama, family, fantasy",2792,"1989-11-17","http://www.imdb.com/title/tt0098115/","0098115","Prancer",1989,"Drama","G","102","Fresh",67,"Spilled",59,"Rebecca Harrell Tickell","Sam Elliott","Cloris Leachman","Rutanya Alda","Abe Vigoda","John D. Hancock","Nelson Entertainment","http://www.rottentomatoes.com/m/prancer/"
"Savannah Smiles","Feature Film","Pierre De Moro",7.2,105,"1982","comedy, family",1308,"1982-05","http://www.imdb.com/title/tt0084633/","0084633","Savannah Smiles",1982,"Comedy","PG","107",NA,-1,"Upright",90,"Bridgette Andersen","Donovan Scott","Peter Graves","Chris Robinson","Michael Parks","Pierre De Moro",NA,"http://www.rottentomatoes.com/m/savannah_smiles/"
"Fingers","Feature Film","James Toback",7,90,"1978","crime, drama, music",1647,"1978-03-02","http://www.imdb.com/title/tt0077549/","0077549","Fingers",1978,"Drama","R","89","Fresh",91,"Upright",70,"Harvey Keitel","Tisa Farrow","Jim Brown","Michael V. Gazzo","Michael Vincente Gazzo","James Toback","Brut Productions","http://www.rottentomatoes.com/m/fingers/"
"Alleged","Feature Film","Tom Hines",4.6,94,"2010","drama, history, romance",209,"2010-12-18","http://www.imdb.com/title/tt1516009/","1516009","Alleged",2010,"Drama","Unrated","94",NA,-1,"Spilled",13,"Ashley Johnson","Brian Dennehy","Colm Meaney","Fred Dalton Thompson","Nathan West","Tom Hines",NA,"http://www.rottentomatoes.com/m/alleged/"
"Jesus' Son","Feature Film","Alison Maclean",7,107,"1999","drama",6009,"1999-09-05","http://www.imdb.com/title/tt0186253/","0186253","Jesus' Son",1999,"Drama","R","107","Certified Fresh",81,"Upright",83,"Billy Crudup","Samantha Morton","Denis Leary","Jack Black","Holly Hunter","Alison Maclean","Lions Gate Films","http://www.rottentomatoes.com/m/jesus_son/"
"Made in Britain","TV Movie","Alan Clarke",7.5,76,"1982","crime, drama",3590,"1982-02-25","http://www.imdb.com/title/tt0084287/","0084287","Made in Britain",1982,"Drama","PG-13","90",NA,-1,"Upright",85,"Vass Anderson","David Baldwin","Sean Chapman","Jim Dunk","Christopher Fulford","Alan Clarke",NA,"http://www.rottentomatoes.com/m/made_in_britain/"
"Sherman's March","Documentary","Ross McElwee",7.5,157,"1985","documentary, biography, romance",1655,"1985-11-13","http://www.imdb.com/title/tt0091943/","0091943","Sherman's March",1986,"Documentary","Unrated","180","Fresh",100,"Upright",86,"Ross McElwee","Charleen Swansea","Richard Leacock","Burt Reynolds",NA,"Ross McElwee","First Run Features","http://www.rottentomatoes.com/m/1050454-1050454-shermans_march/"
"Wreck-It Ralph","Feature Film","Rich Moore",7.8,101,"2012","animation, adventure, comedy, family",219987,"2012-11-01","http://www.imdb.com/title/tt1772341/","1772341","Wreck-it Ralph",2012,"Animation","PG","92","Certified Fresh",86,"Upright",86,"John C. Reilly","Sarah Silverman","Jack McBrayer","Jane Lynch","Alan Tudyk","Rich Moore","Walt Disney Pictures","http://www.rottentomatoes.com/m/wreck_it_ralph/"
"Turbulence","Feature Film","Robert Butler",4.7,100,"1997","action, thriller",8441,"1997-01-10","http://www.imdb.com/title/tt0120390/","0120390","Turbulence",1997,"Mystery & Suspense","R","100","Rotten",17,"Spilled",19,"Ray Liotta","Lauren Holly","Brendan Gleeson","Hector Elizondo","Ben Cross","Michael Baig-Clifford","HBO Video","http://www.rottentomatoes.com/m/1074496-turbulence/"
"Canadian Bacon","Feature Film","Michael Moore",5.9,91,"1995","comedy",12854,"1995-05","http://www.imdb.com/title/tt0109370/","0109370","Canadian Bacon",1995,"Comedy","R","95","Rotten",14,"Spilled",53,"Alan Alda","John Candy","Rhea Perlman","Kevin Pollak","Rip Torn","Michael Moore","MGM Home Entertainment","http://www.rottentomatoes.com/m/canadian_bacon/"
"Steel Dawn","Feature Film","Lance Hool",4.9,100,"1987","action, adventure, sci_fi",3131,"1987-11-06","http://www.imdb.com/title/tt0094033/","0094033","Steel Dawn",1987,"Action & Adventure","R","90",NA,-1,"Spilled",35,"Patrick Swayze","Anthony Zerbe","Lisa Niemi","Christopher Neame","Brion James","Lance Hool","Vestron Video","http://www.rottentomatoes.com/m/steel_dawn/"
"Fighting","Feature Film","Dito Montiel",5.5,105,"2009","action, drama, sport",25165,"2009-04-24","http://www.imdb.com/title/tt1082601/","1082601","Fighting",2009,"Drama","PG-13","105","Rotten",39,"Spilled",36,"Channing Tatum","Terrence Howard","Brian J. White","Luis Guzman","Zulay Henao","Dito Montiel","Rogue Pictures","http://www.rottentomatoes.com/m/fighting/"
"Ted Bundy","Feature Film","Matthew Bright",5.9,99,"2002","biography, crime, drama, horror, thriller",5522,"2002-07-26","http://www.imdb.com/title/tt0284929/","0284929","Ted Bundy",2002,"Drama","R","96","Rotten",41,"Spilled",46,"Michael Reilly Burke","Boti Ann Bliss","Marina Black","Stefani Brass","Steffani Brass","Matthew Bright","First Look","http://www.rottentomatoes.com/m/ted_bundy/"
"Exit Wounds","Feature Film","Andrzej Bartkowiak",5.5,101,"2001","action, comedy, crime, drama, thriller",25718,"2001-03-13","http://www.imdb.com/title/tt0242445/","0242445","Exit Wounds",2001,"Action & Adventure","R","95","Rotten",32,"Spilled",46,"Steven Seagal","Isaiah Washington","Anthony Anderson","Michael Jai White","Bill Duke","Andrzej Bartkowiak","Warner Bros.","http://www.rottentomatoes.com/m/exit_wounds/"
"Unleashed","Feature Film","Louis Leterrier",7,103,"2005","action, crime, drama, music, thriller",78646,"2005-02-02","http://www.imdb.com/title/tt0342258/","0342258","Unleashed",2005,"Drama","R","102","Fresh",65,"Upright",75,"Jet Li","Morgan Freeman","Bob Hoskins","Kerry Condon","Vincent Regan","Louis Leterrier","Focus Features","http://www.rottentomatoes.com/m/1145385-unleashed/"
"Pocahontas","Feature Film","Mike Gabriel, Eric Goldberg",6.6,81,"1995","animation, adventure, drama, family, history, musical, romance",95039,"1995-06-15","http://www.imdb.com/title/tt0114148/","0114148","Pocahontas",1995,"Drama","G","81","Rotten",56,"Upright",64,"Irene Bedard","Mel Gibson","Christian Bale","David Ogden Stiers","Joe Baker","Eric Goldberg","Buena Vista Distribution Compa","http://www.rottentomatoes.com/m/1063452-pocahontas/"
"The Temp","Feature Film","Tom Holland",5.1,99,"1993","drama, thriller",2275,"1993-02-12","http://www.imdb.com/title/tt0108311/","0108311","The Temp",1993,"Mystery & Suspense","R","96","Rotten",30,"Spilled",17,"Timothy Hutton","Lara Flynn Boyle","Faye Dunaway","Dwight Schultz","Oliver Platt","Tom Holland","Paramount Home Video","http://www.rottentomatoes.com/m/temp/"
"Out of Sight","Feature Film","Steven Soderbergh",7.1,123,"1998","comedy, crime, romance",66710,"1998-06-26","http://www.imdb.com/title/tt0120780/","0120780","Out of Sight",1998,"Drama","R","120","Certified Fresh",93,"Upright",74,"George Clooney","Jennifer Lopez","Ving Rhames","Don Cheadle","Dennis Farina","Steven Soderbergh","Universal Pictures","http://www.rottentomatoes.com/m/1083436-1083436-out_of_sight/"
"Separate Tables","TV Movie","John Schlesinger",7.6,112,"1983","drama",129,"1983","http://www.imdb.com/title/tt0086280/","0086280","Separate Tables",1983,"Drama","PG","50",NA,-1,"Upright",67,"Alan Bates","Julie Christie","Claire Bloom","Irene Worth","Sylvia Barter","John Schlesinger","MGM Home Entertainment","http://www.rottentomatoes.com/m/1018588-separate_tables/"
"The Hobbit: An Unexpected Journey","Feature Film","Peter Jackson",8,169,"2012","adventure, fantasy",546701,"2012-11-28","http://www.imdb.com/title/tt0903624/","0903624","The Hobbit: An Unexpected Journey",2012,"Action & Adventure","PG-13","170","Fresh",64,"Upright",83,"Ian McKellen","Martin Freeman (II)","Richard Armitage","Ken Stott","Graham McTavish","Peter Jackson","Warner Bros.","http://www.rottentomatoes.com/m/the_hobbit_an_unexpected_journey/"
"Hated: GG Allin & the Murder Junkies","Documentary","Todd Phillips",7.4,90,"1993","documentary, biography, music",1893,"1993","http://www.imdb.com/title/tt0107086/","0107086","Hated: G.G. Allin & the Murder Junkies",1994,"Musical & Performing Arts","Unrated","120","Fresh",63,"Upright",77,"G.G. Allin","Dino Sex","William Weber","Unk","Chicken John","Todd Phillips",NA,"http://www.rottentomatoes.com/m/hated_gg_allin_and_the_murder_junkies/"
"Leaves of Grass","Feature Film","Tim Blake Nelson",6.5,105,"2009","comedy, crime, drama, thriller",22402,"2009-09-14","http://www.imdb.com/title/tt1151359/","1151359","Leaves of Grass",2010,"Drama","R","104","Rotten",59,"Spilled",49,"Edward Norton","Susan Sarandon","Keri Russell","Richard Dreyfuss","Josh Pais","Tim Blake Nelson","First Look Studios","http://www.rottentomatoes.com/m/10010334-leaves_of_grass/"
"The Singing Detective","Feature Film","Keith Gordon",5.6,109,"2003","comedy, crime, musical, mystery",6730,"2003-01-17","http://www.imdb.com/title/tt0314676/","0314676","The Singing Detective",2003,"Drama","R","109","Rotten",39,"Spilled",41,"Robert Downey Jr.","Robin Wright","Mel Gibson","Jeremy Northam","Katie Holmes","Keith Gordon","Paramount Classics","http://www.rottentomatoes.com/m/singing_detective/"
"The Twilight Saga: Breaking Dawn - Part 1","Feature Film","Bill Condon",4.9,117,"2011","adventure, drama, fantasy, romance",162507,"2011-10-30","http://www.imdb.com/title/tt1324999/","1324999","Twilight Saga: Breaking Dawn Part 1",2011,"Romance","PG-13","117","Rotten",24,"Spilled",59,"Kristen Stewart","Robert Pattinson","Taylor Lautner","Anna Kendrick","Ashley Greene","Bill Condon","Summit Entertainment","http://www.rottentomatoes.com/m/twilight_saga_breaking_dawn/"
"Summer Catch","Feature Film","Mike Tollin",4.9,108,"2001","comedy, drama, romance, sport",12194,"2001-08-22","http://www.imdb.com/title/tt0234829/","0234829","Summer Catch",2001,"Drama","PG-13","108","Rotten",8,"Spilled",41,"Jessica Biel","Fred Ward","Bruce Davison","Jason Gedrick","Brittany Murphy","Mike Tollin","Warner Bros. Pictures","http://www.rottentomatoes.com/m/summer_catch/"
"Blue","Feature Film","Derek Jarman",7.1,79,"1993","biography, drama",1032,"1993-10-03","http://www.imdb.com/title/tt0106438/","0106438","Blue",1993,"Drama","R","75",NA,-1,"Upright",87,"John Quentin","Nigel Terry","Derek Jarman","Tilda Swinton",NA,"Derek Jarman","Zeitgeist Films","http://www.rottentomatoes.com/m/1062623-blue/"
"Do the Right Thing","Feature Film","Spike Lee",7.9,120,"1989","comedy, crime, drama",52395,"1989-05","http://www.imdb.com/title/tt0097216/","0097216","Do the Right Thing",1989,"Drama","R","120","Certified Fresh",92,"Upright",90,"Spike Lee","Danny Aiello","Ossie Davis","Ruby Dee","Richard Edson","Spike Lee","Universal Pictures","http://www.rottentomatoes.com/m/do_the_right_thing/"
"Crocodile Dundee II","Feature Film","John Cornell",5.5,108,"1988","action, adventure, comedy",40481,"1988-05-20","http://www.imdb.com/title/tt0092493/","0092493","Crocodile Dundee II",1988,"Action & Adventure","PG","111","Rotten",11,"Spilled",38,"Paul Hogan","Linda Kozlowski","John Meillon","Charles S. Dutton","Ernie Dingo","John Cornell","Paramount","http://www.rottentomatoes.com/m/crocodile_dundee_2/"
"The Golden Bowl","Feature Film","James Ivory",6,130,"2000","drama, romance",3564,"2000-05-14","http://www.imdb.com/title/tt0200669/","0200669","The Golden Bowl",2000,"Drama","R","179","Rotten",54,"Spilled",40,"Uma Thurman","Kate Beckinsale","Jeremy Northam","Nick Nolte","Anjelica Huston","James Ivory","Lions Gate Films","http://www.rottentomatoes.com/m/golden_bowl/"
"Shattered Glass","Feature Film","Billy Ray",7.2,94,"2003","drama, history",27531,"2003-08-10","http://www.imdb.com/title/tt0323944/","0323944","Shattered Glass",2003,"Drama","PG-13","95","Certified Fresh",91,"Upright",79,"Hayden Christensen","Peter Sarsgaard","Chloe Sevigny","Rosario Dawson","Melanie Lynskey","Billy Ray","Lions Gate Films Inc.","http://www.rottentomatoes.com/m/shattered_glass/"
"Afterschool","Feature Film","Antonio Campos",6.1,107,"2008","drama, mystery",3023,"2008-05-18","http://www.imdb.com/title/tt1224366/","1224366","Afterschool",2008,"Drama","Unrated","106","Certified Fresh",77,"Spilled",46,"Ezra Miller","Jeremy Allen White","Emory Cohen","Michael Stuhlbarg","Addison Timlin","Antonio Campos","IFC Films","http://www.rottentomatoes.com/m/afterschool/"
"Pretty Woman","Feature Film","Garry Marshall",6.9,119,"1990","comedy, romance",182349,"1990-03-23","http://www.imdb.com/title/tt0100405/","0100405","Pretty Woman",1990,"Comedy","R","117","Fresh",62,"Upright",68,"Julia Roberts","Richard Gere","Hector Elizondo","Ralph Bellamy","Jason Alexander","Garry Marshall","Buena Vista","http://www.rottentomatoes.com/m/pretty_woman/"
"The 13th Warrior","Feature Film","John McTiernan",6.6,102,"1999","action, adventure, history",94971,"1999-06-25","http://www.imdb.com/title/tt0120657/","0120657","The 13th Warrior",1999,"Action & Adventure","R","103","Rotten",33,"Upright",66,"Antonio Banderas","Diane Venora","Omar Sharif","Dennis Storhoi","Vladimir Kulich","Antonio Banderas","Buena Vista Pictures","http://www.rottentomatoes.com/m/13th_warrior/"
"Permanent Record","Feature Film","Marisa Silver",6.3,91,"1988","drama, music, romance",1327,"1988-04-22","http://www.imdb.com/title/tt0095853/","0095853","Permanent Record",1988,"Drama","PG-13","92","Rotten",50,"Upright",67,"Alan Boyce","Keanu Reeves","Michelle Meyrink","Jennifer Rubin","Pamela Gidley","Marisa Silver",NA,"http://www.rottentomatoes.com/m/permanent_record/"
"Tai-Pan","Feature Film","Daryl Duke",5.4,127,"1986","adventure",1168,"1986-11-07","http://www.imdb.com/title/tt0092042/","0092042","Tai-Pan",1986,"Drama","R","130","Rotten",20,"Spilled",35,"Bryan Brown","John Stanton","Joan Chen","Tim Guinee","Bill Leadbitter","Daryl Duke","Vestron Video","http://www.rottentomatoes.com/m/taipan/"
"Raise the Titanic","Feature Film","Jerry Jameson",4.6,115,"1980","action, drama, thriller, adventure",2694,"1980-08-01","http://www.imdb.com/title/tt0081400/","0081400","Raise the Titanic",1980,"Documentary","PG","112","Rotten",50,"Spilled",29,"Jason Robards","Richard Jordan","David Selby","Anne Archer","Alec Guinness","Jerry Jameson",NA,"http://www.rottentomatoes.com/m/raise_the_titanic/"
"Philadelphia Experiment II","Feature Film","Stephen Cornwell",4.5,97,"1993","action, adventure, sci_fi",1312,"1993-11-12","http://www.imdb.com/title/tt0107819/","0107819","The Philadelphia Experiment 2",1993,"Action & Adventure","PG-13","97",NA,-1,"Spilled",20,"Brad Johnson","Marjean Holden","Gerrit Graham","James Greene","Geoffrey Blake","Stephen Cornwell","Trimark","http://www.rottentomatoes.com/m/the_philadelphia_experiment_2/"
"Wise Guys","Feature Film","Brian De Palma",5.5,100,"1986","comedy, crime",3947,"1986-04-18","http://www.imdb.com/title/tt0092226/","0092226","Wise Guys",1986,"Comedy","R","91","Rotten",33,"Spilled",41,"Joe Piscopo","Dan Hedaya","Ray Sharkey","Patti LuPone","Harvey Keitel","Brian De Palma","Twentieth Century Fox Home Entertainment","http://www.rottentomatoes.com/m/wise_guys/"
"Matewan","Feature Film","John Sayles",7.9,135,"1987","drama, history",5635,"1987-05-18","http://www.imdb.com/title/tt0093509/","0093509","Matewan",1987,"Drama","PG-13","130","Fresh",93,"Upright",93,"John Sayles","Chris Cooper","James Earl Jones","Will Oldham","Mary McDonnell","John Sayles","Cinecom Pictures","http://www.rottentomatoes.com/m/matewan/"
"Orphan","Feature Film","Jaume Collet-Serra",7,123,"2009","mystery, thriller",116681,"2009-07-21","http://www.imdb.com/title/tt1148204/","1148204","Orphan",2009,"Drama","R","123","Rotten",55,"Upright",63,"Peter Sarsgaard","Vera Farmiga","Isabelle Fuhrman","CCH Pounder","Jimmy Bennett","Jaume Collet-Serra","Warner Bros. Pictures","http://www.rottentomatoes.com/m/10010658-orphan/"
"Surrogates","Feature Film","Jonathan Mostow",6.3,89,"2009","action, sci_fi, thriller",141310,"2009-09-24","http://www.imdb.com/title/tt0986263/","0986263","Surrogates",2009,"Action & Adventure","PG-13","89","Rotten",39,"Spilled",38,"Bruce Willis","Radha Mitchell","Rosamund Pike","Boris Kodjoe","James Ginty","Jonathan Mostow","Touchstone Pictures","http://www.rottentomatoes.com/m/10009598-surrogates/"
"All Dogs Go to Heaven 2","Feature Film","Larry Leker, Paul Sabella",5.3,82,"1996","animation, adventure, family, fantasy, romance",3515,"1996-03-29","http://www.imdb.com/title/tt0115509/","0115509","All Dogs Go To Heaven 2",1996,"Animation","G","82",NA,-1,"Spilled",39,"Adam Wylie","Pat Corley","Marabina Jaimes","Tony Jay","Jim Cummings","Larry Leker","MGM Home Entertainment","http://www.rottentomatoes.com/m/all_dogs_go_to_heaven_2/"
"Dudley Do-Right","Feature Film","Hugh Wilson",3.8,77,"1999","comedy, family, romance",7586,"1999-08-21","http://www.imdb.com/title/tt0160236/","0160236","Dudley Do-Right",1999,"Comedy","PG","77","Rotten",16,"Spilled",23,"Brendan Fraser","Sarah Jessica Parker","Alfred Molina","Eric Idle","Robert Prosky","Hugh Wilson","Universal Pictures","http://www.rottentomatoes.com/m/dudley_doright/"
"Lake Placid 3","TV Movie","G.E. Furst",3.3,93,"2010","action, horror, sci_fi, thriller",2484,"2010-08-21","http://www.imdb.com/title/tt1499249/","1499249","Lake Placid 3",2010,"Action & Adventure","R","96",NA,-1,"Spilled",15,"Colin Ferguson","Yancy Butler","Kacey Barnfield","Kirsty Mitchell","Michael Ironside","Griff Furst","Sony Pictures Home Entertainment","http://www.rottentomatoes.com/m/lake_placid_3/"
"My Little Eye","Feature Film","Marc Evans",5.6,95,"2002","horror, mystery, thriller",9754,"2002-09-10","http://www.imdb.com/title/tt0280969/","0280969","My Little Eye",2002,"Horror","R","96","Fresh",65,"Spilled",38,"Jennifer Sky","Kristopher Lemche","Kris Lemche","Laura Regan","Stephen O'Reilly","Marc Evans","Universal Studios Home Video","http://www.rottentomatoes.com/m/my_little_eye/"
"Sunshine","Feature Film","Danny Boyle",7.3,107,"2007","adventure, sci_fi, thriller",166519,"2007-03-23","http://www.imdb.com/title/tt0448134/","0448134","Ignite",2007,"Art House & International","Unrated","",NA,-1,NA,0,NA,NA,NA,NA,NA,"Shawn Bannon",NA,"http://www.rottentomatoes.com/m/ignite_2007/"
"Demon Seed","Feature Film","Donald Cammell",6.3,94,"1977","horror, sci_fi",5316,"1977-04-08","http://www.imdb.com/title/tt0075931/","0075931","Demon Seed",1977,"Horror","R","94","Fresh",71,"Spilled",46,"Julie Christie","Fritz Weaver","Gerrit Graham","Robert Vaughn","Berry Kroeger","Donald Cammell","United Artists","http://www.rottentomatoes.com/m/demon_seed/"
"The Cloth","Feature Film","Justin Price",2.7,88,"2013","action, fantasy, horror",1507,"2013-07-02","http://www.imdb.com/title/tt2088923/","2088923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Say It Isn't So","Feature Film","J.B. Rogers",4.9,95,"2001","comedy, romance",10672,"2001-03-12","http://www.imdb.com/title/tt0239949/","0239949","Say It Isn't So",2001,"Comedy","R","96","Rotten",9,"Spilled",32,"Heather Graham","Chris Klein","Orlando Jones","Sally Field","Richard Jenkins","James B. Rogers","20th Century Fox","http://www.rottentomatoes.com/m/say_it_isnt_so/"
"Live Nude Girls","Feature Film","Julianna Lavin",5.4,95,"1995","comedy",1433,"1995-12-08","http://www.imdb.com/title/tt0113674/","0113674","Live Nude Girls",1995,"Comedy","R","92","Rotten",38,"Spilled",41,"Dana Delany","Kim Cattrall","Cynthia Stevenson","Laila Robins","Lora Zane","Julianna Lavin","Republic Pictures Home Video","http://www.rottentomatoes.com/m/live_nude_girls/"
"Spy Kids","Feature Film","Robert Rodriguez",5.4,88,"2001","action, adventure, comedy, family, sci_fi",73366,"2001-03-18","http://www.imdb.com/title/tt0227538/","0227538","Spy Kids",2001,"Action & Adventure","PG","88","Certified Fresh",93,"Spilled",45,"Antonio Banderas","Carla Gugino","Alexa Vega","Daryl Sabara","Alan Cumming","Robert Rodriguez","Dimension Films","http://www.rottentomatoes.com/m/spy_kids/"
"Underworld: Rise of the Lycans","Feature Film","Patrick Tatopoulos",6.6,92,"2009","action, adventure, fantasy, sci_fi, thriller",103857,"2009-01-22","http://www.imdb.com/title/tt0834001/","0834001","Underworld: The Rise of the Lycans",2009,"Action & Adventure","R","93","Rotten",29,"Upright",63,"Bill Nighy","Michael Sheen","Rhona Mitra","Steven Mackintosh","Kevin Grevioux","Patrick Tatopoulos","Sony Pictures/Screen Gems","http://www.rottentomatoes.com/m/underworld_rise_of_the_lycans/"
"Sirens","Feature Film","John Duigan",5.8,98,"1993","comedy, drama",7910,"1993-10","http://www.imdb.com/title/tt0111201/","0111201","Sirens",1994,"Drama","R","94","Fresh",73,"Spilled",40,"Hugh Grant","Tara Fitzgerald","Sam Neill","Elle Macpherson","Portia de Rossi","John Duignan","Miramax","http://www.rottentomatoes.com/m/1050728-sirens/"
"Cheerleader Camp","Feature Film","John Quinn",4.3,89,"1988","comedy, horror, thriller",1725,"1988","http://www.imdb.com/title/tt0092744/","0092744","Cheerleader Camp",1988,"Horror","R","89",NA,-1,"Spilled",24,"Leif Garrett","Betsy Russell","Jeroen Krabbe","Paul Freeman","George 'Buck' Flower","John Quinn (III)","Prism Entertainment","http://www.rottentomatoes.com/m/cheerleader_camp/"
"Primer","Feature Film","Shane Carruth",7,77,"2004","drama, thriller, sci_fi",58093,"2004-01-16","http://www.imdb.com/title/tt0390384/","0390384","Primer",2004,"Drama","PG-13","80","Fresh",72,"Upright",80,"Shane Carruth","David Sullivan","Casey Gooden","Anand Upadhyaya","Carrie Crawford","Shane Carruth","ThinkFilm","http://www.rottentomatoes.com/m/primer/"
"Agatha Christie's Marple: A Murder Is Announced","TV Episode","John Strickland",7.3,94,"2004","crime, drama, mystery",963,"2005-01-02","http://www.imdb.com/title/tt0442685/","0442685",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"An Enemy of the People","Feature Film","George Schaefer",7,103,"1978","drama",538,"1978-03-17","http://www.imdb.com/title/tt0075993/","0075993","An Enemy of the People",1978,"Drama","G","106",NA,-1,"Spilled",59,"Steve McQueen","Bibi Andersson","Charles Durning","Eric Christmas","Michael Cristofer","George Schaefer","Warner Bros","http://www.rottentomatoes.com/m/10006207-enemy_of_the_people/"
