"title","title_type","directors","imdb_rating","runtime","year","genres","num_votes","rel_date","url","id","title_rt","year_rt","genre_rt","mpaa_rating","runtime_rt","critics_rating","critics_score","audience_rating","audience_score","actor1","actor2","actor3","actor4","actor5","director_rt","studio","link"
"Corky Romano","Feature Film","Rob Pritts",4.6,86,"2001","comedy, crime",10300,"2001-10-12","http://www.imdb.com/title/tt0250310/","0250310","Corky Romano",2001,"Comedy","PG-13","85","Rotten",6,"Spilled",39,"Chris Kattan","Vinessa Shaw","Peter Falk","Peter Berg","Chris Penn","Rob Pritts","Buena Vista Pictures","http://www.rottentomatoes.com/m/corky_romano/"
"Girl, Interrupted","Feature Film","James Mangold",7.3,127,"1999","biography, drama",109985,"1999-12-08","http://www.imdb.com/title/tt0172493/","0172493","Girl, Interrupted",1999,"Drama","R","127","Rotten",54,"Upright",84,"Winona Ryder","Angelina Jolie","Whoopi Goldberg","Vanessa Redgrave","Brittany Murphy","James Mangold","Sony Pictures","http://www.rottentomatoes.com/m/girl_interrupted/"
"The Lost Battalion","TV Movie","Russell Mulcahy",7.1,92,"2001","action, drama, war",4719,"2001-12-02","http://www.imdb.com/title/tt0287535/","0287535","The Lost Battalion",2001,"Drama","Unrated","100",NA,-1,"Upright",81,"Rick Schroder","Phil McKee","Jamie Harris","Jay Rodan","Adam James","Russel Mulcahy",NA,"http://www.rottentomatoes.com/m/the_lost_battalion_2001/"
"Funny Farm","Feature Film","George Roy Hill",6.1,101,"1988","comedy, drama",13837,"1988-06-03","http://www.imdb.com/title/tt0095188/","0095188","Funny Farm",1988,"Comedy","PG","101","Fresh",67,"Spilled",50,"Chevy Chase","Madolyn Smith Osborne","Kevin O'Morrison","Joseph Maher","Jack Gilpin","George Roy Hill","Warner Home Video","http://www.rottentomatoes.com/m/1007990-funny_farm/"
"Rapa Nui","Feature Film","Kevin Reynolds",6.4,107,"1994","action, adventure, drama, history, romance",3468,"1994-04-14","http://www.imdb.com/title/tt0110944/","0110944","Rapa Nui",1994,"Drama","R","107",NA,-1,"Upright",62,"Jason Scott Lee","Esai Morales","Sandrine Holt","Eru Potaka-Dewes","George Henare","Kevin Reynolds","Warner Home Video","http://www.rottentomatoes.com/m/rapanui/"
"Exorcist: The Beginning","Feature Film","Renny Harlin",5.1,114,"2004","horror, mystery, thriller",26842,"2004-08-18","http://www.imdb.com/title/tt0204313/","0204313","Exorcist: The Beginning",2004,"Drama","R","114","Rotten",11,"Spilled",27,"Stellan Skarsgard","James D'Arcy","Izabella Scorupco","Remy Sweeney","Julian Wadham","Renny Harlin","Warner Bros. Pictures","http://www.rottentomatoes.com/m/exorcist_the_beginning/"
"Keeping the Faith","Feature Film","Edward Norton",6.5,128,"2000","comedy, drama, romance",42430,"2000-04-14","http://www.imdb.com/title/tt0171433/","0171433","Keeping the Faith",2000,"Comedy","PG-13","127","Fresh",69,"Spilled",59,"Ben Stiller","Edward Norton","Jenna Elfman","Anne Bancroft","Eli Wallach","Edward Norton","Touchstone Pictures","http://www.rottentomatoes.com/m/keeping_the_faith/"
"D.O.A.","Feature Film","Annabel Jankel, Rocky Morton",6.1,96,"1988","mystery, thriller",7479,"1988-03-18","http://www.imdb.com/title/tt0094933/","0094933","D.O.A.",1988,"Mystery & Suspense","R","98","Fresh",61,"Spilled",31,"Dennis Quaid","Meg Ryan","Charlotte Rampling","Daniel Stern","Jane Kaczmarek","Annabel Jankel",NA,"http://www.rottentomatoes.com/m/1005108-doa/"
"Day of the Dead","Feature Film","Steve Miner",4.5,86,"2008","action, horror",16798,"2008-04-08","http://www.imdb.com/title/tt0489018/","0489018","Day of the Dead",2008,"Mystery & Suspense","R","87","Rotten",14,"Spilled",22,"Ving Rhames","Mena Suvari","Michael Welch","Christa Campbell","Nick Cannon","Steve Miner","First Look International","http://www.rottentomatoes.com/m/10008607-day_of_the_dead/"
"I Love You to Death","Feature Film","Lawrence Kasdan",6.4,97,"1990","comedy, crime",10178,"1990-04-06","http://www.imdb.com/title/tt0099819/","0099819","I Love You to Death",1990,"Drama","R","97","Rotten",56,"Upright",64,"Tracey Ullman","Kevin Kline","Joan Plowright","River Phoenix","William Hurt","Lawrence Kasdan","Sony Pictures Home Entertainment","http://www.rottentomatoes.com/m/i_love_you_to_death/"
"Louise Brooks: Looking for Lulu","Documentary","Hugh Munro Neely",7.7,60,"1998","documentary, biography",229,"1998","http://www.imdb.com/title/tt0157938/","0157938","Louise Brooks: Looking for Lulu",1998,"Documentary","Unrated","60",NA,-1,"Upright",93,"Shirley MacLaine","Dana Delany","Francis Lederer","Roddy McDowall",NA,"Hugh Munro Neely",NA,"http://www.rottentomatoes.com/m/louise-brooks-looking-for-lulu/"
"Maleficent","Feature Film","Robert Stromberg",7.1,97,"2014","action, adventure, family, fantasy, romance",194289,"2014-05-28","http://www.imdb.com/title/tt1587310/","1587310","Maleficent",2014,"Science Fiction & Fantasy","PG","97","Rotten",49,"Upright",71,"Angelina Jolie","Sharlto Copley","Elle Fanning","Sam Riley","Imelda Staunton","Robert Stromberg","Walt Disney Pictures","http://www.rottentomatoes.com/m/maleficent_2014/"
"Night Moves","Feature Film","Arthur Penn",7.2,100,"1975","crime, mystery, thriller",6337,"1975-03","http://www.imdb.com/title/tt0073453/","0073453","Night Moves",1975,"Drama","R","95","Fresh",82,"Upright",71,"Gene Hackman","Susan Clark","Jennifer Warren","Edward Binns","Harris Yulin","Arthur Penn","WARNER BROTHERS PICTURES","http://www.rottentomatoes.com/m/night_moves/"
"Red State","Feature Film","Kevin Smith",6.2,88,"2011","action, crime, horror, thriller",48024,"2011-01-23","http://www.imdb.com/title/tt0873886/","0873886","Red State",2011,"Mystery & Suspense","R","88","Rotten",58,"Spilled",54,"Michael Parks","Melissa Leo","John Goodman","Kyle Gallner","Michael Angarano","Kevin Smith","SModcast Pictures","http://www.rottentomatoes.com/m/red_state/"
"Zodiac","Feature Film","David Fincher",7.7,157,"2007","crime, drama, mystery, thriller",246877,"2007-03-02","http://www.imdb.com/title/tt0443706/","0443706","Zodiac",2007,"Mystery & Suspense","R","157","Certified Fresh",89,"Upright",76,"Jake Gyllenhaal","Mark Ruffalo","Robert Downey Jr.","Anthony Edwards","Brian Cox","David Fincher","Paramount Pictures","http://www.rottentomatoes.com/m/zodiac/"
"John Dies at the End","Feature Film","Don Coscarelli",6.4,99,"2012","comedy, horror, sci_fi",25232,"2012-01-23","http://www.imdb.com/title/tt1783732/","1783732","John Dies at the End",2013,"Horror","R","99","Fresh",61,"Spilled",54,"Chase Williamson","Rob Mayes","Paul Giamatti","Clancy Brown","Glynn E. Turman","Don Coscarelli","Magnolia Pictures","http://www.rottentomatoes.com/m/john_dies_at_the_end/"
"Oliver & Company","Feature Film","George Scribner",6.7,74,"1988","animation, adventure, family, musical",27797,"1988-11-13","http://www.imdb.com/title/tt0095776/","0095776","Oliver & Company",1988,"Animation","G","72","Rotten",43,"Upright",63,"Joey Lawrence","Billy Joel","Cheech Marin","Bette Midler","Dom DeLuise","George Scribner",NA,"http://www.rottentomatoes.com/m/oliver_and_company/"
"The Greatest","Feature Film","Tom Gries",5.6,101,"1977","biography, drama, sport",690,"1977-05-19","http://www.imdb.com/title/tt0076111/","0076111","The Greatest",1977,"Drama","PG","101",NA,-1,"Spilled",50,"Muhammad Ali","Ernest Borgnine","Lloyd Haynes","Robert Duvall","John Marley","Tom Gries",NA,"http://www.rottentomatoes.com/m/the_greatest_1977/"
"American Psycho","Feature Film","Mary Harron",7.6,102,"2000","crime, drama",305921,"2000-01-21","http://www.imdb.com/title/tt0144084/","0144084","American Psycho",2000,"Drama","R","97","Fresh",67,"Upright",85,"Christian Bale","Willem Dafoe","Jared Leto","Josh Lucas","Samantha Mathis","Mary Harron","Lions Gate Films","http://www.rottentomatoes.com/m/american_psycho/"
"Daisy Miller","Feature Film","Peter Bogdanovich",6.1,91,"1974","drama, romance",718,"1974-05-22","http://www.imdb.com/title/tt0071385/","0071385","Daisy Miller",1974,"Drama","G","90","Fresh",100,"Spilled",22,"Cybill Shepherd","Barry Brown","Cloris Leachman","Mildred Natwick","Eileen Brennan","Peter Bogdanovich",NA,"http://www.rottentomatoes.com/m/daisy_miller/"
"Damage","Feature Film","Louis Malle",6.8,111,"1992","drama, romance",10564,"1992-12-09","http://www.imdb.com/title/tt0104237/","0104237","Damage",1992,"Drama","R","111","Fresh",80,"Upright",73,"Jeremy Irons","Juliette Binoche","Miranda Richardson","Rupert Graves","Ian Bannen","Louis Malle","Sony Pictures Home Entertainment","http://www.rottentomatoes.com/m/damage/"
"The Green Mile","Feature Film","Frank Darabont",8.5,189,"1999","crime, drama, fantasy, mystery",627773,"1999-12-06","http://www.imdb.com/title/tt0120689/","0120689","The Green Mile",1999,"Drama","R","188","Certified Fresh",80,"Upright",94,"Tom Hanks","Michael Clarke Duncan","David Morse","Bonnie Hunt","James Cromwell","Frank Darabont","Warner Bros. Pictures","http://www.rottentomatoes.com/m/green_mile/"
"Requiem for a Dream","Feature Film","Darren Aronofsky",8.4,102,"2000","drama",486536,"2000-05-14","http://www.imdb.com/title/tt0180093/","0180093","Requiem for a Dream",2000,"Drama","R","101","Certified Fresh",78,"Upright",93,"Ellen Burstyn","Jared Leto","Jennifer Connelly","Marlon Wayans","Christopher McDonald","Darren Aronofsky","Artisan Entertainment","http://www.rottentomatoes.com/m/requiem_for_a_dream/"
"K-19: The Widowmaker","Feature Film","Kathryn Bigelow",6.6,138,"2002","drama, history, thriller, war",44898,"2002-07-19","http://www.imdb.com/title/tt0267626/","0267626","K-19: The Widowmaker",2002,"Drama","PG-13","137","Fresh",60,"Spilled",52,"Harrison Ford","Sam Spruell","Liam Neeson","Peter Stebbings","Christian Camargo","Kathryn Bigelow","Paramount Pictures","http://www.rottentomatoes.com/m/k19_the_widowmaker/"
"Rhinestone","Feature Film","Bob Clark",3.6,111,"1984","comedy, music, musical",5200,"1984-06-20","http://www.imdb.com/title/tt0088001/","0088001","Rhinestone",1984,"Comedy","PG","120","Rotten",15,"Spilled",36,"Dolly Parton","Sylvester Stallone","Richard Farnsworth","Ron Leibman","Tim Thomerson","Bob Clark (III)","20th Century Fox","http://www.rottentomatoes.com/m/rhinestone/"
"The Break-Up","Feature Film","Peyton Reed",5.8,106,"2006","comedy, drama, romance",91317,"2006-06-01","http://www.imdb.com/title/tt0452594/","0452594","The Break-Up",2006,"Drama","PG-13","107","Rotten",33,"Spilled",46,"Vince Vaughn","Jennifer Aniston","Joey Lauren Adams","Cole Hauser","Jon Favreau","Peyton Reed","Universal Pictures","http://www.rottentomatoes.com/m/break_up/"
"Barb Wire","Feature Film","David Hogan",3.2,98,"1996","action, sci_fi",19338,"1996-05-03","http://www.imdb.com/title/tt0115624/","0115624",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Dead","Feature Film","Howard J. Ford, Jon Ford",5.9,105,"2010","horror",6687,"2010-08-30","http://www.imdb.com/title/tt1386925/","1386925","The Dead",2011,"Horror","R","104","Fresh",72,"Spilled",48,"Rob Freeman","Prince David Osei","David Dontoh","Glenn Salvage","Dan Morgan","Howard J. Ford","Global Cinema Distribution","http://www.rottentomatoes.com/m/the_dead_2009/"
"Rover Dangerfield","Feature Film","Jim George, Bob Seeley",6,74,"1991","animation, family, comedy",2143,"1991-07-01","http://www.imdb.com/title/tt0102813/","0102813","Rover Dangerfield",1991,"Animation","G","74",NA,-1,"Spilled",58,"Ned Luke","Rodney Dangerfield","Susan Boyd","Ronnie Schell","Shawn Southwic","James L. George","Warner Home Video","http://www.rottentomatoes.com/m/rover_dangerfield/"
"The Two Jakes","Feature Film","Jack Nicholson",6.1,137,"1990","crime, drama, mystery",7718,"1990-08-10","http://www.imdb.com/title/tt0100828/","0100828","The Two Jakes",1990,"Drama","R","138","Fresh",65,"Spilled",38,"Madeline Stowe","Harvey Keitel","Meg Tilly","Madeleine Stowe","Eli Wallach","Jack Nicholson","Paramount Home Video","http://www.rottentomatoes.com/m/two_jakes/"
"Bootmen","Feature Film","Dein Perry",6.2,95,"2000","comedy, drama, romance",1857,"2000-10-05","http://www.imdb.com/title/tt0210584/","0210584","Bootmen",2000,"Drama","R","92","Rotten",35,"Upright",70,"Adam Garcia","Sophie Lee","Sam Worthington","William Zappa","Richard Carter","Dein Perry","Twentieth Century Fox Home Entertainment","http://www.rottentomatoes.com/m/bootmen/"
"Mary and Martha","TV Movie","Phillip Noyce",6.9,95,"2013","drama",1800,"2013-03-01","http://www.imdb.com/title/tt2284766/","2284766",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sharpe's Mission","TV Movie","Tom Clegg",8,100,"1996","action, adventure, history, war",1218,"1996-05-15","http://www.imdb.com/title/tt0117620/","0117620","Sharpe's Mission",1996,"Drama","PG","100",NA,-1,"Upright",79,"Sean Bean","Daragh O'Malley","Abigail Cruttenden","James Laurenson",NA,"Tom Clegg",NA,"http://www.rottentomatoes.com/m/sharpes_mission/"
"Shrek the Third","Feature Film","Chris Miller, Raman Hui",6,93,"2007","animation, adventure, comedy, family, fantasy",179359,"2007-05-06","http://www.imdb.com/title/tt0413267/","0413267","Shrek the Third",2007,"Animation","PG","92","Rotten",40,"Spilled",53,"Mike Myers","Eddie Murphy","Cameron Diaz","Antonio Banderas","Julie Andrews","Chris Miller","Dreamworks","http://www.rottentomatoes.com/m/shrek_3/"
"Elisa, My Life","Feature Film","Carlos Saura",7.4,125,"1977","drama",339,"1977-04-21","http://www.imdb.com/title/tt0075983/","0075983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bachelor Party","Feature Film","Neal Israel",6.2,105,"1984","comedy, romance",26049,"1984-06-29","http://www.imdb.com/title/tt0086927/","0086927","Bachelor Party",1984,"Comedy","R","106","Rotten",52,"Spilled",57,"Tom Hanks","Adrian Zmed","Tawny Kitaen","Barbara Stuart","George Grizzard","Neal Israel","Twentieth Century Fox Home Entertainment","http://www.rottentomatoes.com/m/1001526-bachelor_party/"
"Never Say Never Again","Feature Film","Irvin Kershner",6.2,134,"1983","action, adventure, thriller",43123,"1983-10-06","http://www.imdb.com/title/tt0086006/","0086006","Never Say Never Again",1983,"Mystery & Suspense","PG","137","Fresh",60,"Spilled",38,"Sean Connery","Klaus Maria Brandauer","Max von Sydow","Barbara Carrera","Kim Basinger","Irvin Kershner","Warner Bros. Pictures","http://www.rottentomatoes.com/m/never_say_never_again/"
"92 in the Shade","Feature Film","Thomas McGuane",6.4,93,"1975","drama, comedy",221,"1975-08-22","http://www.imdb.com/title/tt0072594/","0072594","92 in the Shade",1975,"Drama","R","88",NA,-1,"Upright",60,"Peter Fonda","Warren Oates","Margot Kidder","Elizabeth Ashley","Burgess Meredith","Thomas McGuane","Twentieth Century Fox Home Entertainment","http://www.rottentomatoes.com/m/92_in_the_shade/"
"Michael Clayton","Feature Film","Tony Gilroy",7.3,119,"2007","crime, drama, mystery, thriller",122338,"2007-08-31","http://www.imdb.com/title/tt0465538/","0465538","Michael Clayton",2007,"Mystery & Suspense","R","119","Certified Fresh",90,"Upright",69,"George Clooney","Tilda Swinton","Jennifer Ehle","Tom Wilkinson","Michael O'Keefe","Tony Gilroy","Warner Bros. Pictures","http://www.rottentomatoes.com/m/michael_clayton/"
"A Most Violent Year","Feature Film","J.C. Chandor",7.2,125,"2014","action, crime, drama, thriller",12595,"2014-11-06","http://www.imdb.com/title/tt2937898/","2937898","A Most Violent Year",2015,"Drama","R","125","Certified Fresh",90,"Upright",73,"Jessica Chastain","Oscar Isaac","Albert Brooks","David Oyelowo","Alessandro Nivola","J.C. Chandor","A24","http://www.rottentomatoes.com/m/a_most_violent_year/"
"Jesse Stone: Sea Change","TV Movie","Robert Harmon",7.2,88,"2007","crime, drama",2032,"2007-05-22","http://www.imdb.com/title/tt0905345/","0905345","Jesse Stone: Sea Change",2007,"Drama","Unrated","87",NA,-1,"Upright",68,"Tom Selleck","Kathy Baker","William Devane","Stephen McHattie","Viola Davis","Robert Harmon","Sony Pictures Entertainment","http://www.rottentomatoes.com/m/jesse_stone_sea_change/"
"Next Day Air","Feature Film","Benny Boom",5.8,84,"2009","action, comedy, crime",7846,"2009-05-08","http://www.imdb.com/title/tt1097013/","1097013","Next Day Air",2009,"Action & Adventure","R","84","Rotten",21,"Spilled",31,"Mike Epps","Donald Faison","Darius McCrary","Lauren London","Yasiin Bey","Benny Boom","Summit Entertainment","http://www.rottentomatoes.com/m/next_day_air/"
"Rise of the Zombies","TV Movie","Nick Lyon",3.8,89,"2012","action, horror, thriller",1930,"2012-10-27","http://www.imdb.com/title/tt2236182/","2236182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Pursuit of D.B. Cooper","Feature Film","Roger Spottiswoode",5.7,100,"1981","adventure, crime, thriller",709,"1981-11-13","http://www.imdb.com/title/tt0082958/","0082958","The Pursuit of D.B. Cooper",1981,"Drama","PG","100",NA,-1,NA,30,"Treat Williams","Robert Duvall","Kathryn Harrold","Ed Flanders","Paul Gleason","Roger Spottiswoode",NA,"http://www.rottentomatoes.com/m/the_pursuit_of_db_cooper/"
"The Last Samurai","Feature Film","Edward Zwick",7.7,154,"2003","action, drama, history, war",277685,"2003-11-22","http://www.imdb.com/title/tt0325710/","0325710","The Last Samurai",2003,"Drama","R","154","Fresh",65,"Upright",83,"Tom Cruise","Ken Watanabe","Billy Connolly","Timothy Spall","Tony Goldwyn","Edward Zwick","Warner Bros. Pictures","http://www.rottentomatoes.com/m/last_samurai/"
"Dragonfly","Feature Film","Tom Shadyac",6,104,"2002","drama, fantasy, mystery, romance, thriller",29679,"2002-02-18","http://www.imdb.com/title/tt0259288/","0259288","Dragonfly",2002,"Drama","PG-13","103","Rotten",7,"Upright",63,"Kevin Costner","Kathy Bates","Joe Morton","Kathryn Erbe","Ron Rifkin","Tom Shadyac","Universal Pictures","http://www.rottentomatoes.com/m/dragonfly/"
"The Boost","Feature Film","Harold Becker",6,95,"1988","drama, romance",1416,"1988-12-23","http://www.imdb.com/title/tt0094783/","0094783","The Boost",1988,"Drama","R","95","Rotten",50,"Spilled",52,"James Woods","Sean Young","John Kapelos","Steven Hill","Kelle Kerr","Harold Becker","HBO Video","http://www.rottentomatoes.com/m/boost/"
"The Brass Teapot","Feature Film","Ramaa Mosley",6.4,101,"2012","comedy, fantasy, thriller",9748,"2012-09-08","http://www.imdb.com/title/tt1935902/","1935902","The Brass Teapot",2013,"Mystery & Suspense","R","101","Rotten",33,"Spilled",51,"Juno Temple","Michael Angarano","Alexis Bledel","Billy Magnussen","Alia Shawkat","Ramaa Mosley","Magnolia Pictures","http://www.rottentomatoes.com/m/the_brass_teapot/"
"The Wilby Conspiracy","Feature Film","Ralph Nelson",6.4,105,"1975","action, adventure, drama, thriller",1009,"1975-02-13","http://www.imdb.com/title/tt0073901/","0073901","The Wilby Conspiracy",1975,"Drama","PG","101",NA,-1,"Spilled",48,"Sidney Poitier","Michael Caine","Nicol Williamson","Prunella Gee","Persis Khambatta","Ralph Nelson","MGM Home Entertainment","http://www.rottentomatoes.com/m/wilby_conspiracy/"
"Cobra","Feature Film","George P. Cosmatos",5.6,87,"1986","action, crime, horror, thriller",42157,"1986-05-23","http://www.imdb.com/title/tt0090859/","0090859","Cobra",1986,"Mystery & Suspense","R","87","Rotten",13,"Spilled",41,"Sylvester Stallone","Brigitte Nielsen","Reni Santoni","Lee Garlington","John Herzfeld","George P. Cosmatos","Warner Home Video","http://www.rottentomatoes.com/m/1004407-cobra/"
"Thomas and the Magic Railroad","Feature Film","Britt Allcroft",3.5,85,"2000","adventure, comedy, drama, family, fantasy",2610,"2000-07-14","http://www.imdb.com/title/tt0205461/","0205461","Thomas and the Magic Railroad",2000,"Musical & Performing Arts","G","95","Rotten",19,"Spilled",38,"Alec Baldwin","Peter Fonda","Mara Wilson","Russell Means","Didi Conn","Britt Allcroft","Destination Films","http://www.rottentomatoes.com/m/thomas_and_the_magic_railroad/"
"S. Darko","Feature Film","Chris Fisher",3.7,103,"2009","mystery, sci_fi, thriller",10632,"2009-05-12","http://www.imdb.com/title/tt1231277/","1231277","S. Darko: A Donnie Darko Tale",2009,"Drama","R","103","Rotten",0,"Spilled",18,"Daveigh Chase","Jackson Rathbone","Elizabeth Berkley","Ed Westwick","James Lafferty","Chris Fisher","20th Century Fox","http://www.rottentomatoes.com/m/s_darko_a_donnie_darko_tale/"
"The Blonde Bombshell","TV Movie","Robert Bierman",7.4,200,"1999","biography, drama",79,"1999-04-26","http://www.imdb.com/title/tt0181201/","0181201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Beckoning Silence","TV Movie","Louise Osmond",7.7,75,"2007","drama",515,"2007-10-22","http://www.imdb.com/title/tt1101637/","1101637","The Beckoning Silence",2008,"Drama","PG","75",NA,-1,"Upright",83,"Steven Mackintosh","Joe Simpson (II)",NA,NA,NA,"Louise Osmond",NA,"http://www.rottentomatoes.com/m/the_beckoning_silence/"
"Mayor of the Sunset Strip","Documentary","George Hickenlooper",7.1,94,"2003","documentary, biography, music",1239,"2003-06-17","http://www.imdb.com/title/tt0230512/","0230512","Mayor of the Sunset Strip",2004,"Musical & Performing Arts","R","94","Certified Fresh",87,"Upright",76,"Rodney Bingenheimer","Courtney Love","Alice Cooper","Kim Fowley","Exene Cervenka","George Hickenlooper","First Look Pictures","http://www.rottentomatoes.com/m/1126416-mayor_of_the_sunset_strip/"
"Where the Boys Are","Feature Film","Hy Averback",3.1,94,"1984","comedy",588,"1984-04-06","http://www.imdb.com/title/tt0088395/","0088395","Where the Boys Are '84",1984,"Comedy","R","95",NA,-1,"Spilled",42,"Lisa Hartman","Lorna Luft","Russell Todd","Wendy Schaal","Lynn-Holly Johnson","Hy Averback",NA,"http://www.rottentomatoes.com/m/where_the_boys_are_84/"
"Norbit","Feature Film","Brian Robbins",3.9,102,"2007","comedy, drama, romance",46535,"2007-02-09","http://www.imdb.com/title/tt0477051/","0477051","Norbit",2007,"Drama","PG-13","102","Rotten",9,"Spilled",53,"Eddie Murphy","Thandie Newton","Terry Crews","Clifton Powell","Cuba Gooding Jr.","Brian Robbins","Dreamworks Distribution LLC","http://www.rottentomatoes.com/m/norbit/"
"Soul Survivors","Feature Film","Steve Carpenter",3.8,84,"2001","drama, horror, mystery, thriller",7027,"2001-09-06","http://www.imdb.com/title/tt0218619/","0218619","Soul Survivors",2000,"Horror","PG-13","85","Rotten",4,"Spilled",26,"Casey Affleck","Melissa Sagemiller","Wes Bentley","Eliza Dushku","Angela Featherstone","Stephen Carpenter","Artisan Entertainment","http://www.rottentomatoes.com/m/soul_survivors/"
"The Last Seduction","Feature Film","John Dahl",7.1,110,"1994","crime, thriller, drama",14168,"1994-05-26","http://www.imdb.com/title/tt0110308/","0110308","The Last Seduction",1994,"Mystery & Suspense","R","109","Certified Fresh",94,"Upright",76,"Linda Fiorentino","Peter Berg","Bill Pullman","J.T. Walsh","Bill Nunn","John Dahl","October Films","http://www.rottentomatoes.com/m/the_last_seduction/"
"A Love Song for Bobby Long","Feature Film","Shainee Gabel",7.2,119,"2004","drama",20745,"2004-09-02","http://www.imdb.com/title/tt0369672/","0369672","A Love Song for Bobby Long",2004,"Drama","R","119","Rotten",43,"Upright",80,"John Travolta","Scarlett Johansson","Gabriel Macht","Deborah Kara Unger","Dane Rhodes","Shainee Gabel","Lions Gate Releasing","http://www.rottentomatoes.com/m/love_song_for_bobby_long/"
"Oz the Great and Powerful","Feature Film","Sam Raimi",6.4,130,"2013","adventure, family, fantasy",161028,"2013-02-14","http://www.imdb.com/title/tt1623205/","1623205","Oz the Great and Powerful",2013,"Science Fiction & Fantasy","PG","127","Rotten",59,"Spilled",56,"James Franco","Mila Kunis","Rachel Weisz","Michelle Williams","Zach Braff","Sam Raimi","Walt Disney Pictures","http://www.rottentomatoes.com/m/oz_the_great_and_powerful/"
"The Package","Feature Film","Andrew Davis",6.4,108,"1989","action, crime, drama, thriller",5762,"1989-08-25","http://www.imdb.com/title/tt0098051/","0098051","The Package",1989,"Mystery & Suspense","R","108","Fresh",64,"Spilled",43,"Gene Hackman","Joanna Cassidy","Tommy Lee Jones","John Heard","Kevin Crowley","Andrew Davis","Orion Home Video","http://www.rottentomatoes.com/m/package/"
"Hot to Trot","Feature Film","Michael Dinner",4.2,83,"1988","comedy, fantasy",2383,"1988-08-26","http://www.imdb.com/title/tt0095326/","0095326","Hot to Trot",1988,"Action & Adventure","PG","84","Rotten",0,"Spilled",41,"Bob Goldthwait","John Candy","Dabney Coleman","Virginia Madsen","Jim Metzler","Michael Dinner","Warner Home Video","http://www.rottentomatoes.com/m/hot_to_trot/"
"Sexaholix... A Love Story","TV Movie","Marty Callner",8.2,90,"2002","comedy, drama",371,"2002-04-13","http://www.imdb.com/title/tt0318062/","0318062","Sexaholix: A Love Story",2002,"Drama","Unrated","",NA,-1,NA,94,"John Leguizamo",NA,NA,NA,NA,"Marty Callner",NA,"http://www.rottentomatoes.com/m/sexaholix-a-love-story/"
"War of the Worlds","Feature Film","Steven Spielberg",6.5,116,"2005","adventure, sci_fi, thriller",292756,"2005-06-13","http://www.imdb.com/title/tt0407304/","0407304","War of the Worlds",2005,"Action & Adventure","PG-13","117","Fresh",74,"Spilled",42,"Tom Cruise","Dakota Fanning","Justin Chatwin","Miranda Otto","Tim Robbins","Steven Spielberg","Paramount Pictures","http://www.rottentomatoes.com/m/war_of_the_worlds/"
"Underdog","Feature Film","Frederik Du Chau",4.8,84,"2007","action, adventure, comedy, family, fantasy, sci_fi",14176,"2007-08-03","http://www.imdb.com/title/tt0467110/","0467110","Underdog",2007,"Action & Adventure","PG","80","Rotten",16,"Spilled",42,"Peter Dinklage","James Belushi","Patrick Warburton","Alex Neuberger","Taylor Momsen","Frederik Du Chau","Buena Vista","http://www.rottentomatoes.com/m/underdog/"
"Give 'em Hell, Harry!","Feature Film","Steve Binder",7.4,104,"1975","biography, comedy, drama",321,"1975-09-18","http://www.imdb.com/title/tt0073053/","0073053","Give 'em Hell, Harry!",1975,"Drama","PG","102","Fresh",100,"Upright",82,"James Whitmore",NA,NA,NA,NA,"Steve Binder",NA,"http://www.rottentomatoes.com/m/give_em_hell_harry/"
"The Lifeboat","Feature Film","",NA,NA,"????","drama",NA,"","http://www.imdb.com/title/tt3007496/","3007496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jindabyne","Feature Film","Ray Lawrence",6.4,123,"2006","crime, drama, mystery, thriller",5483,"2006-05-23","http://www.imdb.com/title/tt0382765/","0382765","Jindabyne",2006,"Drama","R","123","Fresh",65,"Spilled",50,"Laura Linney","Gabriel Byrne","Deborra-Lee Furness","Chris Haywood","Stelios Yiakmis","Ray Lawrence","Sony Pictures Classics","http://www.rottentomatoes.com/m/jindabyne/"
"Swamp Thing","Feature Film","Wes Craven",5.4,91,"1982","horror, sci_fi",8203,"1982-02-19","http://www.imdb.com/title/tt0084745/","0084745","Swamp Thing",1982,"Horror","PG","90","Fresh",64,"Spilled",34,"Adrienne Barbeau","Ray Wise","Louis Jourdan","David Hess","Nicholas Worth","Wes Craven","Nelson Entertainment","http://www.rottentomatoes.com/m/swamp_thing/"
"Strange Days","Feature Film","Kathryn Bigelow",7.2,145,"1995","action, crime, drama, sci_fi, thriller",49477,"1995-09-06","http://www.imdb.com/title/tt0114558/","0114558","Strange Days",1995,"Drama","R","145","Fresh",63,"Upright",73,"Ralph Fiennes","Angela Bassett","Juliette Lewis","Tom Sizemore","Michael Wincott","Kathryn Bigelow","Twentieth Century Fox Home Entertainment","http://www.rottentomatoes.com/m/strange_days/"
