"position","const","created","modified","description","Title","Title.type","Directors","ForPeopleNotSheeple.rated","IMDb.Rating","Runtime..mins.","Year","Genres","Num..Votes","Release.Date..month.day.year.","URL","id"
6958,"tt0099371","Thu Apr 25 02:59:03 2013","Thu Apr 25 02:59:03 2013","","Days of Thunder","Feature Film","Tony Scott",6,5.8,107,"1990","action, drama, sport",53386,"1990-06-27","http://www.imdb.com/title/tt0099371/","0099371"
9189,"tt2426110","Mon Apr 29 19:24:20 2013","Mon Apr 29 19:24:20 2013","","Once Upon a Time: Magic Is Coming","TV Movie","Ralph Hemecker",NA,7.9,60,"2012","drama",163,"2012-09-30","http://www.imdb.com/title/tt2426110/","2426110"
6912,"tt0119094","Thu Apr 25 02:59:02 2013","Thu Apr 25 02:59:02 2013","","Face/Off","Feature Film","John Woo",6,7.3,138,"1997","action, crime, sci_fi, thriller",253246,"1997-06-27","http://www.imdb.com/title/tt0119094/","0119094"
8850,"tt0206064","Mon Apr 29 19:23:53 2013","Mon Apr 29 19:23:53 2013","","Johnny Tsunami","TV Movie","Steve Boyum",NA,6.4,88,"1999","drama, family, sport",2787,"1999-07-24","http://www.imdb.com/title/tt0206064/","0206064"
2485,"tt0111686","Mon Apr 22 18:31:21 2013","Mon Apr 22 18:31:21 2013","","New Nightmare","Feature Film","Wes Craven",NA,6.4,112,"1994","fantasy, horror, mystery, thriller",32624,"1994-08","http://www.imdb.com/title/tt0111686/","0111686"
6261,"tt0078389","Mon Apr 22 18:42:15 2013","Mon Apr 22 18:42:15 2013","","The Thirty-Nine Steps","Feature Film","Don Sharp",NA,6.6,102,"1978","thriller",1507,"1978-11-23","http://www.imdb.com/title/tt0078389/","0078389"
6074,"tt0096223","Mon Apr 22 18:41:47 2013","Mon Apr 22 18:41:47 2013","","Tapeheads","Feature Film","Bill Fishman",NA,5.7,93,"1988","comedy, music",2938,"1988-01-22","http://www.imdb.com/title/tt0096223/","0096223"
7070,"tt1132620","Thu Apr 25 02:59:05 2013","Thu Apr 25 02:59:05 2013","","The Girl with the Dragon Tattoo","Feature Film","Niels Arden Oplev",NA,7.8,152,"2009","crime, drama, mystery, thriller",156986,"2009-02-27","http://www.imdb.com/title/tt1132620/","1132620"
493,"tt1657507","Mon Apr 22 18:25:34 2013","Mon Apr 22 18:25:34 2013","","Colombiana","Feature Film","Olivier Megaton",8,6.4,108,"2011","action, crime, drama, thriller",68469,"2011-07-27","http://www.imdb.com/title/tt1657507/","1657507"
2983,"tt1173687","Mon Apr 22 18:33:23 2013","Mon Apr 22 18:33:23 2013","","The Bang Bang Club","Feature Film","Steven Silver",NA,7,106,"2010","drama",7157,"2010-09-15","http://www.imdb.com/title/tt1173687/","1173687"
2329,"tt0265349","Mon Apr 22 18:30:53 2013","Mon Apr 22 18:30:53 2013","","The Mothman Prophecies","Feature Film","Mark Pellington",6,6.5,119,"2002","drama, horror, mystery, thriller",59007,"2002-01-25","http://www.imdb.com/title/tt0265349/","0265349"
757,"tt0330793","Mon Apr 22 18:26:34 2013","Mon Apr 22 18:26:34 2013","","The Punisher","Feature Film","Jonathan Hensleigh",7,6.5,124,"2004","action, crime, drama, thriller",109709,"2004-04-15","http://www.imdb.com/title/tt0330793/","0330793"
8156,"tt0431607","Mon Apr 29 17:40:14 2013","Mon Apr 29 17:40:14 2013","","Alter Egos","Documentary","Laurence Green",NA,7.4,52,"2004","documentary, biography",135,"2004-09-25","http://www.imdb.com/title/tt0431607/","0431607"
8251,"tt0475276","Mon Apr 29 18:16:31 2013","Mon Apr 29 18:16:31 2013","","United 93","Feature Film","Paul Greengrass",NA,7.6,111,"2006","action, drama, thriller",77533,"2006-04-28","http://www.imdb.com/title/tt0475276/","0475276"
472,"tt0441773","Mon Apr 22 18:25:34 2013","Mon Apr 22 18:25:34 2013","","Kung Fu Panda","Feature Film","Mark Osborne, John Stevenson",NA,7.6,92,"2008","animation, action, adventure, comedy, family",250337,"2008-05-15","http://www.imdb.com/title/tt0441773/","0441773"
5361,"tt0084445","Mon Apr 22 18:39:53 2013","Mon Apr 22 18:39:53 2013","","One from the Heart","Feature Film","Francis Coppola",NA,6.5,107,"1981","romance",3446,"1981-08-17","http://www.imdb.com/title/tt0084445/","0084445"
7311,"tt0097289","Thu Apr 25 03:00:32 2013","Thu Apr 25 03:00:32 2013","","Erik the Viking","Feature Film","Terry Jones",NA,6.2,107,"1989","comedy, adventure, fantasy",10424,"1989-08","http://www.imdb.com/title/tt0097289/","0097289"
4276,"tt0116259","Mon Apr 22 18:37:14 2013","Mon Apr 22 18:37:14 2013","","Extreme Measures","Feature Film","Michael Apted",NA,6.1,118,"1996","crime, drama, mystery, thriller",13137,"1996-09-27","http://www.imdb.com/title/tt0116259/","0116259"
8954,"tt0192263","Mon Apr 29 19:23:54 2013","Mon Apr 29 19:23:54 2013","","Longitude","TV Movie","Charles Sturridge",NA,7.9,200,"2000","drama, history",1662,"2000-01-02","http://www.imdb.com/title/tt0192263/","0192263"
3749,"tt0462244","Mon Apr 22 18:35:48 2013","Mon Apr 22 18:35:48 2013","","Daddy Day Camp","Feature Film","Fred Savage",NA,2.8,89,"2007","comedy, family",11269,"2007-08-08","http://www.imdb.com/title/tt0462244/","0462244"
5320,"tt0120402","Mon Apr 22 18:39:52 2013","Mon Apr 22 18:39:52 2013","","Ulee's Gold","Feature Film","Victor Nunez",NA,7.1,113,"1997","drama",5386,"1997-01-22","http://www.imdb.com/title/tt0120402/","0120402"
4625,"tt0092690","Mon Apr 22 18:38:23 2013","Mon Apr 22 18:38:23 2013","","Born in East L.A.","Feature Film","Cheech Marin",6,5.8,85,"1987","comedy",4071,"1987-08-21","http://www.imdb.com/title/tt0092690/","0092690"
5141,"tt0120394","Mon Apr 22 18:39:24 2013","Mon Apr 22 18:39:24 2013","","Twin Town","Feature Film","Kevin Allen",NA,6.7,99,"1997","comedy, drama",4367,"1997-04-11","http://www.imdb.com/title/tt0120394/","0120394"
1413,"tt1413495","Mon Apr 22 18:27:59 2013","Mon Apr 22 18:27:59 2013","","Paranoia","Feature Film","Robert Luketic",NA,5.6,106,"2013","drama, thriller",23573,"2013-08-15","http://www.imdb.com/title/tt1413495/","1413495"
9408,"tt0112781","Mon Apr 29 19:24:55 2013","Mon Apr 29 19:24:55 2013","","Daisies in December","TV Movie","Mark Haber",NA,7.7,98,"1995","drama, romance",234,"1995-12-03","http://www.imdb.com/title/tt0112781/","0112781"
4072,"tt0106500","Mon Apr 22 18:36:44 2013","Mon Apr 22 18:36:44 2013","","CB4","Feature Film","Tamra Davis",NA,6.1,89,"1993","comedy, music",6634,"1993-03-12","http://www.imdb.com/title/tt0106500/","0106500"
8020,"tt0164312","Mon Apr 29 17:39:45 2013","Mon Apr 29 17:39:45 2013","","42 Up","Documentary","Michael Apted",NA,8.3,139,"1998","documentary, biography",1679,"1998-07-21","http://www.imdb.com/title/tt0164312/","0164312"
3195,"tt1097643","Mon Apr 22 18:33:51 2013","Mon Apr 22 18:33:51 2013","","Fifty Dead Men Walking","Feature Film","Kari Skogland",NA,6.9,117,"2008","drama, thriller",8849,"2008-09-10","http://www.imdb.com/title/tt1097643/","1097643"
7203,"tt0074851","Thu Apr 25 02:59:58 2013","Thu Apr 25 02:59:58 2013","","The Man Who Fell to Earth","Feature Film","Nicolas Roeg",4,6.7,139,"1976","sci_fi, drama",14269,"1976-03-18","http://www.imdb.com/title/tt0074851/","0074851"
9163,"tt1232047","Mon Apr 29 19:24:19 2013","Mon Apr 29 19:24:19 2013","","Ed, Edd n Eddy's Big Picture Show","TV Movie","Danny Antonucci",NA,8.6,87,"2009","animation, adventure, comedy, family",793,"2009-05-31","http://www.imdb.com/title/tt1232047/","1232047"
5734,"tt0095904","Mon Apr 22 18:40:50 2013","Mon Apr 22 18:40:50 2013","","Prison","Feature Film","Renny Harlin",NA,5.9,102,"1987","crime, drama, horror, thriller",2326,"1987-12-08","http://www.imdb.com/title/tt0095904/","0095904"
7535,"tt0086087","Thu Apr 25 03:01:06 2013","Thu Apr 25 03:01:06 2013","","Pauline at the Beach","Feature Film","Eric Rohmer",NA,7.4,94,"1983","comedy, drama, romance",3799,"1983-02","http://www.imdb.com/title/tt0086087/","0086087"
4924,"tt0246592","Mon Apr 22 18:38:55 2013","Mon Apr 22 18:38:55 2013","","Dummy","Feature Film","Greg Pritikin",NA,6.9,91,"2002","comedy, drama, romance",5476,"2002-02-21","http://www.imdb.com/title/tt0246592/","0246592"
4392,"tt0091578","Mon Apr 22 18:37:18 2013","Mon Apr 22 18:37:18 2013","","My Beautiful Laundrette","Feature Film","Stephen Frears",NA,6.9,97,"1985","comedy, drama, romance",9464,"1985-08-18","http://www.imdb.com/title/tt0091578/","0091578"
1634,"tt1085779","Mon Apr 22 18:28:28 2013","Mon Apr 22 18:28:28 2013","","The Hole","Feature Film","Joe Dante",NA,5.7,92,"2009","adventure, fantasy, thriller",16892,"2009-09-11","http://www.imdb.com/title/tt1085779/","1085779"
3732,"tt0205271","Mon Apr 22 18:35:48 2013","Mon Apr 22 18:35:48 2013","","Dr. T and the Women","Feature Film","Robert Altman",NA,4.6,122,"2000","comedy, drama, romance",14784,"2000-09-12","http://www.imdb.com/title/tt0205271/","0205271"
565,"tt0117913","Mon Apr 22 18:26:02 2013","Mon Apr 22 18:26:02 2013","","A Time to Kill","Feature Film","Joel Schumacher",7,7.4,149,"1996","crime, drama, thriller",86343,"1996-07-24","http://www.imdb.com/title/tt0117913/","0117913"
6743,"tt1602620","Mon Apr 22 22:45:12 2013","Mon Apr 22 22:45:12 2013","","Amour","Feature Film","Michael Haneke",NA,7.8,127,"2012","drama, romance",61451,"2012-05-20","http://www.imdb.com/title/tt1602620/","1602620"
9004,"tt0788121","Mon Apr 29 19:23:55 2013","Mon Apr 29 19:23:55 2013","","Low Winter Sun","TV Movie","Adrian Shergold",NA,7.7,150,"2006","crime, drama",396,"2006-09-14","http://www.imdb.com/title/tt0788121/","0788121"
5362,"tt0086589","Mon Apr 22 18:39:53 2013","Mon Apr 22 18:39:53 2013","","Suburbia","Feature Film","Penelope Spheeris",NA,7.2,94,"1983","drama, thriller",2670,"1983-08-27","http://www.imdb.com/title/tt0086589/","0086589"
1661,"tt0089461","Mon Apr 22 18:29:04 2013","Mon Apr 22 18:29:04 2013","","The Last Dragon","Feature Film","Michael Schultz",NA,6.8,109,"1985","action, comedy, drama, music",8117,"1985-03-22","http://www.imdb.com/title/tt0089461/","0089461"
1470,"tt0095705","Mon Apr 22 18:28:26 2013","Mon Apr 22 18:28:26 2013","","The Naked Gun: From the Files of Police Squad!","Feature Film","David Zucker",NA,7.6,85,"1988","comedy, crime",98912,"1988-12-02","http://www.imdb.com/title/tt0095705/","0095705"
128,"tt2302755","Mon Apr 22 18:23:21 2013","Mon Apr 22 18:23:21 2013","","Olympus Has Fallen","Feature Film","Antoine Fuqua",4,6.5,119,"2013","action, thriller",167915,"2013-03-18","http://www.imdb.com/title/tt2302755/","2302755"
2172,"tt2215285","Mon Apr 22 18:29:58 2013","Mon Apr 22 18:29:58 2013","","Madea's Witness Protection","Feature Film","Tyler Perry",NA,4.7,114,"2012","comedy, crime, drama",6850,"2012-06-29","http://www.imdb.com/title/tt2215285/","2215285"
2835,"tt0188674","Mon Apr 22 18:31:49 2013","Mon Apr 22 18:31:49 2013","","Human Traffic","Feature Film","Justin Kerrigan",NA,7,99,"1999","comedy, music",17535,"1999-06-04","http://www.imdb.com/title/tt0188674/","0188674"
2469,"tt0098273","Mon Apr 22 18:31:21 2013","Mon Apr 22 18:31:21 2013","","Sea of Love","Feature Film","Harold Becker",NA,6.8,113,"1989","crime, drama, mystery, thriller",27523,"1989-09-15","http://www.imdb.com/title/tt0098273/","0098273"
8053,"tt1626811","Mon Apr 29 17:39:46 2013","Mon Apr 29 17:39:46 2013","","Cameraman: The Life and Work of Jack Cardiff","Documentary","Craig McCall",NA,7.7,86,"2010","documentary, biography",796,"2010-05-05","http://www.imdb.com/title/tt1626811/","1626811"
1345,"tt0398375","Mon Apr 22 18:27:58 2013","Mon Apr 22 18:27:58 2013","","Rumor Has It...","Feature Film","Rob Reiner",NA,5.5,97,"2005","comedy, drama, romance",36744,"2005-12-22","http://www.imdb.com/title/tt0398375/","0398375"
7885,"tt0375104","Mon Apr 29 17:39:17 2013","Mon Apr 29 17:39:17 2013","","Bobby Jones: Stroke of Genius","Feature Film","Rowdy Herrington",NA,6.6,120,"2004","biography, drama, romance, sport",3029,"2004-04-30","http://www.imdb.com/title/tt0375104/","0375104"
3477,"tt0115438","Mon Apr 22 18:34:44 2013","Mon Apr 22 18:34:44 2013","","2 Days in the Valley","Feature Film","John Herzfeld",NA,6.5,104,"1996","comedy, crime",14673,"1996-09-12","http://www.imdb.com/title/tt0115438/","0115438"
5631,"tt0100280","Mon Apr 22 18:40:49 2013","Mon Apr 22 18:40:49 2013","","Nuns on the Run","Feature Film","Jonathan Lynn",NA,5.9,89,"1990","comedy, crime",5764,"1990-03-16","http://www.imdb.com/title/tt0100280/","0100280"
5388,"tt0073778","Mon Apr 22 18:40:18 2013","Mon Apr 22 18:40:18 2013","","Switchblade Sisters","Feature Film","Jack Hill",NA,6.7,91,"1975","action, crime, drama",2096,"1975-05","http://www.imdb.com/title/tt0073778/","0073778"
7362,"tt0080904","Thu Apr 25 03:00:32 2013","Thu Apr 25 03:00:32 2013","","Humanoids from the Deep","Feature Film","Barbara Peeters",NA,5.7,80,"1980","horror, sci_fi",4297,"1980-05","http://www.imdb.com/title/tt0080904/","0080904"
3250,"tt2332466","Mon Apr 22 18:33:52 2013","Mon Apr 22 18:33:52 2013","","Break a Leg","Feature Film","Martyn Pick",NA,NA,NA,"????","horror",NA,"","http://www.imdb.com/title/tt2332466/","2332466"
3171,"tt1130969","Mon Apr 22 18:33:50 2013","Mon Apr 22 18:33:50 2013","","Sinners and Saints","Feature Film","William Kaufman",NA,6.2,104,"2010","action, crime, thriller",4287,"2010-06-30","http://www.imdb.com/title/tt1130969/","1130969"
3609,"tt0772178","Mon Apr 22 18:35:16 2013","Mon Apr 22 18:35:16 2013","","Kickin' It Old Skool","Feature Film","Harvey Glazer",NA,4.6,108,"2007","comedy",5988,"2007-04-27","http://www.imdb.com/title/tt0772178/","0772178"
3591,"tt0110971","Mon Apr 22 18:35:15 2013","Mon Apr 22 18:35:15 2013","","Renaissance Man","Feature Film","Penny Marshall",NA,6.1,128,"1994","comedy, drama",12793,"1994-06-03","http://www.imdb.com/title/tt0110971/","0110971"
6644,"tt0065709","Mon Apr 22 18:43:43 2013","Mon Apr 22 18:43:43 2013","","Every Home Should Have One","Feature Film","James Clark",NA,4.8,94,"1970","comedy",203,"1970-03-05","http://www.imdb.com/title/tt0065709/","0065709"
833,"tt1692486","Mon Apr 22 18:26:35 2013","Mon Apr 22 18:26:35 2013","","Carnage","Feature Film","Roman Polanski",NA,7.2,80,"2011","comedy, drama",85313,"2011-09-01","http://www.imdb.com/title/tt1692486/","1692486"
5077,"tt0117102","Mon Apr 22 18:39:23 2013","Mon Apr 22 18:39:23 2013","","Mr. Wrong","Feature Film","Nick Castle",NA,3.7,96,"1996","comedy",4123,"1996-02-16","http://www.imdb.com/title/tt0117102/","0117102"
5178,"tt0088707","Mon Apr 22 18:39:25 2013","Mon Apr 22 18:39:25 2013","","American Flyers","Feature Film","John Badham",NA,6.3,113,"1985","drama, sport",4242,"1985-08-16","http://www.imdb.com/title/tt0088707/","0088707"
2108,"tt0265087","Mon Apr 22 18:29:58 2013","Mon Apr 22 18:29:58 2013","","Black Knight","Feature Film","Gil Junger",NA,4.7,95,"2001","adventure, comedy, fantasy",27282,"2001-11-15","http://www.imdb.com/title/tt0265087/","0265087"
3141,"tt0273517","Mon Apr 22 18:33:50 2013","Mon Apr 22 18:33:50 2013","","Darkness","Feature Film","Jaume Balagueró",NA,5.4,88,"2002","horror",15592,"2002-10-03","http://www.imdb.com/title/tt0273517/","0273517"
7148,"tt0107034","Thu Apr 25 02:59:58 2013","Thu Apr 25 02:59:58 2013","","The Good Son","Feature Film","Joseph Ruben",NA,6.3,87,"1993","drama, thriller",25910,"1993-09-24","http://www.imdb.com/title/tt0107034/","0107034"
1956,"tt0466856","Mon Apr 22 18:29:31 2013","Mon Apr 22 18:29:31 2013","","ATL","Feature Film","Chris Robinson",NA,5.9,105,"2006","comedy, crime, drama, music, romance",7947,"2006-03-28","http://www.imdb.com/title/tt0466856/","0466856"
1587,"tt0808510","Mon Apr 22 18:28:28 2013","Mon Apr 22 18:28:28 2013","","Tooth Fairy","Feature Film","Michael Lembeck",NA,5,101,"2010","comedy, family, fantasy",25749,"2010-01-14","http://www.imdb.com/title/tt0808510/","0808510"
7823,"tt0412080","Mon Apr 29 17:38:36 2013","Mon Apr 29 17:38:36 2013","","The World's Fastest Indian","Feature Film","Roger Donaldson",7,7.9,127,"2005","biography, drama, sport",40876,"2005-09-10","http://www.imdb.com/title/tt0412080/","0412080"
8693,"tt0102960","Mon Apr 29 19:23:24 2013","Mon Apr 29 19:23:24 2013","","Sometimes They Come Back","TV Movie","Tom McLoughlin",NA,5.7,97,"1991","drama, horror, thriller",5648,"1991-05-07","http://www.imdb.com/title/tt0102960/","0102960"
9168,"tt0189377","Mon Apr 29 19:24:20 2013","Mon Apr 29 19:24:20 2013","","An Audience with Billy Connolly","TV Movie","Alasdair Macmillan",NA,8.2,60,"1985","comedy",243,"1985-10-26","http://www.imdb.com/title/tt0189377/","0189377"
521,"tt1748179","Mon Apr 22 18:25:34 2013","Mon Apr 22 18:25:34 2013","","Red Lights","Feature Film","Rodrigo Cortés",NA,6.2,114,"2012","drama, mystery, thriller",43480,"2012-01-20","http://www.imdb.com/title/tt1748179/","1748179"
7186,"tt0100934","Thu Apr 25 02:59:58 2013","Thu Apr 25 02:59:58 2013","","Wild Orchid","Feature Film","Zalman King",NA,4.4,105,"1989","drama, romance",7948,"1989-12-22","http://www.imdb.com/title/tt0100934/","0100934"
4046,"tt0083798","Mon Apr 22 18:36:44 2013","Mon Apr 22 18:36:44 2013","","Dead Men Don't Wear Plaid","Feature Film","Carl Reiner",NA,6.8,88,"1982","comedy, crime, mystery, thriller",15525,"1982-05-21","http://www.imdb.com/title/tt0083798/","0083798"
3260,"tt0074483","Mon Apr 22 18:34:18 2013","Mon Apr 22 18:34:18 2013","","The Enforcer","Feature Film","James Fargo",6,6.8,96,"1976","action, crime, thriller",28205,"1976-12-22","http://www.imdb.com/title/tt0074483/","0074483"
4936,"tt0122515","Mon Apr 22 18:38:55 2013","Mon Apr 22 18:38:55 2013","","The Acid House","Feature Film","Paul McGuigan",NA,6.3,111,"1998","comedy, drama, fantasy",5409,"1998-07-02","http://www.imdb.com/title/tt0122515/","0122515"
1690,"tt0118663","Mon Apr 22 18:29:04 2013","Mon Apr 22 18:29:04 2013","","B*A*P*S","Feature Film","Robert Townsend",NA,3.9,91,"1997","comedy",2636,"1997-03-28","http://www.imdb.com/title/tt0118663/","0118663"
8473,"tt1475191","Mon Apr 29 18:17:02 2013","Mon Apr 29 18:17:02 2013","","American Radical: The Trials of Norman Finkelstein","Documentary","David Ridgen, Nicolas Rossier",NA,8,84,"2009","documentary, biography, history, mystery, news, war",588,"2009-11","http://www.imdb.com/title/tt1475191/","1475191"
755,"tt0368891","Mon Apr 22 18:26:34 2013","Mon Apr 22 18:26:34 2013","","National Treasure","Feature Film","Jon Turteltaub",6,6.9,131,"2004","action, adventure, mystery, thriller",227266,"2004-11-08","http://www.imdb.com/title/tt0368891/","0368891"
5851,"tt0308252","Mon Apr 22 18:41:21 2013","Mon Apr 22 18:41:21 2013","","Fear of the Dark","Feature Film","K.C. Bascombe",NA,5.4,86,"2003","horror",2438,"2003-09-26","http://www.imdb.com/title/tt0308252/","0308252"
9310,"tt0437380","Mon Apr 29 19:24:54 2013","Mon Apr 29 19:24:54 2013","","One Dead Indian","TV Movie","Tim Southam",NA,7.2,120,"2006","drama, history",107,"2006-01-04","http://www.imdb.com/title/tt0437380/","0437380"
713,"tt0099423","Mon Apr 22 18:26:34 2013","Mon Apr 22 18:26:34 2013","","Die Hard 2","Feature Film","Renny Harlin",8,7.1,124,"1990","action, thriller",234629,"1990-07-02","http://www.imdb.com/title/tt0099423/","0099423"
6660,"tt1099212","Mon Apr 22 22:45:12 2013","Mon Apr 22 22:45:12 2013","","Twilight","Feature Film","Catherine Hardwicke",NA,5.2,122,"2008","drama, fantasy, romance",314199,"2008-11-17","http://www.imdb.com/title/tt1099212/","1099212"
785,"tt0475394","Mon Apr 22 18:26:35 2013","Mon Apr 22 18:26:35 2013","","Smokin' Aces","Feature Film","Joe Carnahan",6,6.7,109,"2006","action, crime, drama, thriller",112663,"2006-12-09","http://www.imdb.com/title/tt0475394/","0475394"
966,"tt0483607","Mon Apr 22 18:27:03 2013","Mon Apr 22 18:27:03 2013","","Doomsday","Feature Film","Neil Marshall",NA,6,108,"2008","action, sci_fi, thriller",58686,"2008-03-14","http://www.imdb.com/title/tt0483607/","0483607"
8000,"tt2085741","Mon Apr 29 17:39:20 2013","Mon Apr 29 17:39:20 2013","","About Face: Supermodels Then and Now","Documentary","Timothy Greenfield-Sanders",NA,6.8,75,"2012","documentary, biography, comedy",334,"2012-01-22","http://www.imdb.com/title/tt2085741/","2085741"
2228,"tt0796375","Mon Apr 22 18:29:59 2013","Mon Apr 22 18:29:59 2013","","You Kill Me","Feature Film","John Dahl",NA,6.5,93,"2007","comedy, crime, romance, thriller",15494,"2007-04-28","http://www.imdb.com/title/tt0796375/","0796375"
8367,"tt0074896","Mon Apr 29 18:16:33 2013","Mon Apr 29 18:16:33 2013","","The Message","Feature Film","Moustapha Akkad",NA,8.6,177,"1977","adventure, biography, drama, history",22182,"1977-03-09","http://www.imdb.com/title/tt0074896/","0074896"
5517,"tt0114941","Mon Apr 22 18:40:20 2013","Mon Apr 22 18:40:20 2013","","Wild Side","Feature Film","Franklin Brauner",NA,5.6,96,"1995","action, thriller",1704,"1995-04-23","http://www.imdb.com/title/tt0114941/","0114941"
4378,"tt0107566","Mon Apr 22 18:37:18 2013","Mon Apr 22 18:37:18 2013","","Mi vida loca","Feature Film","Allison Anders",NA,6.5,92,"1993","crime, drama",1363,"1993-05-21","http://www.imdb.com/title/tt0107566/","0107566"
1099,"tt0120889","Mon Apr 22 18:27:27 2013","Mon Apr 22 18:27:27 2013","","What Dreams May Come","Feature Film","Vincent Ward",6,7,113,"1998","drama, fantasy, romance",76369,"1998-09-28","http://www.imdb.com/title/tt0120889/","0120889"
933,"tt0351977","Mon Apr 22 18:27:03 2013","Mon Apr 22 18:27:03 2013","","Walking Tall","Feature Film","Kevin Bray",6,6.2,86,"2004","action, crime",46106,"2004-04-02","http://www.imdb.com/title/tt0351977/","0351977"
8794,"tt0264262","Mon Apr 29 19:23:52 2013","Mon Apr 29 19:23:52 2013","","Jack and the Beanstalk: The Real Story","TV Movie","Brian Henson",NA,6.9,180,"2001","drama, adventure, fantasy",2596,"2001-10-01","http://www.imdb.com/title/tt0264262/","0264262"
56,"tt1245526","Mon Apr 22 18:23:20 2013","Mon Apr 22 18:23:20 2013","","RED","Feature Film","Robert Schwentke",3,7.1,111,"2010","action, comedy, crime, thriller",211365,"2010-09-29","http://www.imdb.com/title/tt1245526/","1245526"
1318,"tt0245686","Mon Apr 22 18:27:58 2013","Mon Apr 22 18:27:58 2013","","Joe Dirt","Feature Film","Dennie Gordon",7,5.9,91,"2001","adventure, comedy, drama, mystery, romance",35992,"2001-04-11","http://www.imdb.com/title/tt0245686/","0245686"
1221,"tt1403177","Mon Apr 22 18:27:29 2013","Mon Apr 22 18:27:29 2013","","Hesher","Feature Film","Spencer Susser",NA,7.1,106,"2010","drama",40215,"2010-01-22","http://www.imdb.com/title/tt1403177/","1403177"
9378,"tt0383867","Mon Apr 29 19:24:55 2013","Mon Apr 29 19:24:55 2013","","Amelia","TV Movie","Édouard Lock",NA,8.3,60,"2003","",127,"2003-10-15","http://www.imdb.com/title/tt0383867/","0383867"
3016,"tt0791309","Mon Apr 22 18:33:24 2013","Mon Apr 22 18:33:24 2013","","I Want Candy","Feature Film","Stephen Surjik",NA,5.5,87,"2007","comedy",6410,"2007-03-23","http://www.imdb.com/title/tt0791309/","0791309"
8616,"tt0167872","Mon Apr 29 19:23:23 2013","Mon Apr 29 19:23:23 2013","","David Copperfield","TV Movie","Simon Curtis",NA,7.8,185,"1999","drama",3037,"1999-12-25","http://www.imdb.com/title/tt0167872/","0167872"
1082,"tt0106697","Mon Apr 22 18:27:27 2013","Mon Apr 22 18:27:27 2013","","Demolition Man","Feature Film","Marco Brambilla",5,6.6,115,"1993","action, crime, sci_fi, thriller",108629,"1993-10-07","http://www.imdb.com/title/tt0106697/","0106697"
8446,"tt0077138","Mon Apr 29 18:17:01 2013","Mon Apr 29 18:17:01 2013","","The Tree of Wooden Clogs","Feature Film","Ermanno Olmi",NA,8,186,"1978","drama, history",3068,"1978-05","http://www.imdb.com/title/tt0077138/","0077138"
2198,"tt1234654","Mon Apr 22 18:29:59 2013","Mon Apr 22 18:29:59 2013","","Greenberg","Feature Film","Noah Baumbach",NA,6.1,107,"2010","comedy, drama, romance",26069,"2010-02-14","http://www.imdb.com/title/tt1234654/","1234654"
2908,"tt0119013","Mon Apr 22 18:33:22 2013","Mon Apr 22 18:33:22 2013","","Double Team","Feature Film","Hark Tsui",NA,4.6,93,"1997","action, comedy, sci_fi, thriller",22767,"1997-04-04","http://www.imdb.com/title/tt0119013/","0119013"
1243,"tt0162346","Mon Apr 22 18:27:29 2013","Mon Apr 22 18:27:29 2013","","Ghost World","Feature Film","Terry Zwigoff",8,7.5,111,"2001","comedy, drama",88316,"2001-06-16","http://www.imdb.com/title/tt0162346/","0162346"
8165,"tt0251874","Mon Apr 29 17:40:14 2013","Mon Apr 29 17:40:14 2013","","The Muppets Celebrate Jim Henson","Documentary","Don Mischer",NA,8.6,47,"1990","documentary, animation, action, biography, family",190,"1990-11-21","http://www.imdb.com/title/tt0251874/","0251874"
3214,"tt0804443","Mon Apr 22 18:33:51 2013","Mon Apr 22 18:33:51 2013","","Asylum","Feature Film","David R. Ellis",NA,4,93,"2008","horror, sci_fi, thriller",2689,"2008-03-20","http://www.imdb.com/title/tt0804443/","0804443"
1516,"tt0288477","Mon Apr 22 18:28:27 2013","Mon Apr 22 18:28:27 2013","","Ghost Ship","Feature Film","Steve Beck",4,5.4,91,"2002","horror, mystery",68976,"2002-10-22","http://www.imdb.com/title/tt0288477/","0288477"
8550,"tt1820723","Mon Apr 29 19:23:23 2013","Mon Apr 29 19:23:23 2013","","Treasure Island","TV Movie","Steve Barron",NA,6.4,87,"2012","adventure",4647,"2012-02-29","http://www.imdb.com/title/tt1820723/","1820723"
1524,"tt0266465","Mon Apr 22 18:28:27 2013","Mon Apr 22 18:28:27 2013","","A Man Apart","Feature Film","F. Gary Gray",4,6.1,109,"2003","action, crime, drama, thriller",35335,"2003-04-04","http://www.imdb.com/title/tt0266465/","0266465"
4242,"tt0089360","Mon Apr 22 18:37:13 2013","Mon Apr 22 18:37:13 2013","","Jagged Edge","Feature Film","Richard Marquand",NA,6.5,108,"1985","crime, thriller, mystery, romance",8970,"1985-09-05","http://www.imdb.com/title/tt0089360/","0089360"
6588,"tt0076808","Mon Apr 22 18:43:42 2013","Mon Apr 22 18:43:42 2013","","Dear Inspector","Feature Film","Philippe de Broca",NA,6.9,105,"1978","action, comedy, thriller",445,"1978-01-18","http://www.imdb.com/title/tt0076808/","0076808"
3882,"tt0104511","Mon Apr 22 18:36:17 2013","Mon Apr 22 18:36:17 2013","","Innocent Blood","Feature Film","John Landis",NA,6.2,112,"1992","comedy, crime, horror, thriller",6945,"1992-09-25","http://www.imdb.com/title/tt0104511/","0104511"
